name;address;town;insee_code;postal_code;postal_code;type;longitude;latitude
"Parking de La Maison de Santé";"17 Rue du Porhoét. 56490 Ménéac";MENEAC;56129;56490;56490;Parking;-2.463628
"Aire de covoiturage Pen Ar Guéar";"340 Rue Messire Jean Kerebel. 29290 Milizac";MILIZAC;29149;29290;29290;"Aire de covoiturage";-4.562064728
"La Costardais";"Parking de la gare";MINIAC-MORVAN;35179;;35540;"Aire de covoiturage";-1.91460933166711
Intermarché;"3 Rue de Kerdiaoulig. 29350 Moélan-sur-Mer";MOËLAN-SUR-MER;29150;29350;29350;Supermarché;-3.631399288
"Rue de Dinan";"Rue de Dinan";MONTAUBAN-DE-BRETAGNE;35184;;35360;"Aire de covoiturage";-2.04743866675572
"MONTREUIL DES LANDES";;MONTREUIL-DES-LANDES;35192;;35210;"Aire de covoiturage";-1.22416046819579
"Les Vergers";"Les Vergers";MOUAZÉ;35197;;35250;"Aire de covoiturage";-1.62444947139616
"Parking de la Mairie";"rue de la Metrie";MOULINS;35198;;35680;"Aire de covoiturage";-1.37190399623665
"Aire de covoiturage Michelle Le Brun";"Croisement route de Pontivy et rue Michelle Le Brun";"MUR DE BRETAGNE";22158;;22530;"Aire de covoiturage";-2.989523491
"Aire de covoiturage de Terre Océan";"E60. 56190 Ambon";MUZILLAC;56143;56190;56190;"Aire de covoiturage";-2.501261
"Pont Suspendu";"Le Pont. Boulevard de Bretagne. 56130 Nivillac";NIVILLAC;56147;56130;56130;"Aire de covoiturage";-2.303977
"Aire de covoiturage de Le Gohéléve";"Rue Jean Perrin. 56920 Noyal-Pontivy";"NOYA- PONTIVY";56151;56920;56920;"Aire de covoiturage";-2.941609
"Rue Lavoisier";"Rue Lavoisier";NOYAL-CHÂTILLON-SUR-SEICHE;35206;;35230;"Aire de covoiturage";-1.68343790083127
"Espace Nominoë";"Rue Julien Neveu";NOYAL-SUR-VILAINE;35207;;35530;"Aire de covoiturage";-1.52818191449501
"Parking La Fouaye";Fouaye;PACÉ;35210;01400;35590;Parking;-1.808701333
Cimetière;"Boulevard du Duc Jean V";PACÉ;35210;;35740;"Aire de covoiturage";-1.7696086669414
"Les Sorinais";"Rond point des Sorinais";PACÉ;35210;;35740;"Aire de covoiturage";-1.77217967770879
"Aire de covoiturage La Lande Blanche";"Giratoire de la Lande Blanche RD786-RD7";PAIMPOL;22162;;22500;"Aire de covoiturage";-3.041335092
"Rue des Forges";"Rue des Forges";PAIMPONT;35211;;35380;"Aire de covoiturage";-2.16960717226744
"Place des Jardins";"34 Rue du Galerie de Gaulle. 56130 Péaule";PEAULE;56153;56130;56130;"Aire de covoiturage";-2.361207
"Le Fouteau";"Echangeur D117 x D777";PIPRIAC;35219;;35550;"Aire de covoiturage";-1.91846850286215
"La Secouette";"Echangeur D177 x D59";PIPRIAC;35219;;35550;"Aire de covoiturage";-1.92760078462441
"Aire de covoiturage de Pipriac";"Le Fouteau";PIPRIAC;35219;;35550;"Aire de covoiturage";-1.918255
"Le ballon";"Le Ballon";PIRÉ-SUR-SEICHE;35220;;35150;"Aire de covoiturage";-1.39939148093098
"Aire de covoiturage Gare du Lac";"58 Avenue de Waltenhofen. 29860 Plabennec";PLABENNEC;29160;29860;29860;"Aire de covoiturage";-4.430842377
"Aire de covoiturage L'Arguenon";"RD 768";PLANCOËT;22172;;22130;"Aire de covoiturage";-2.228547235
"Aire de covoiturage de Le Croazo";"Etang Du Boler. Le Croiseau. 56420 Plaudren";PLAUDREN;56157;56420;56420;"Aire de covoiturage";-2.685105
"Aire de covoiturage La Croix denis";"échangeur de la Croix Denis RD 700-RD10";PLEDRAN;22176;;22960;"Aire de covoiturage";-2.781909681
"Les Korrigans";"Rue des Korrigans";PLÉLAN-LE-GRAND;35223;;35380;"Aire de covoiturage";-2.089015602683655
"Aire multimodale de Plélan-le-Grand";"Rue des Korrigans";PLÉLAN-LE-GRAND;35223;;35380;"Aire de covoiturage";-2.089132793124
Tregu;Tregu;PLÉLAN-LE-GRAND;35223;;35380;"Aire de covoiturage";-2.08493329878114
"Aire de covoiturage Les Vallées";"Giratoire sud de l'échangeur des Vallées RN 12 - RD 792";PLÉNÉE-JUGON;22185;;22640;"Aire de covoiturage";-2.359683391
"Aire de covoiturage Les Mimosas";"Rue des Mimosas";PLÉRIN;22187;;22190;"Aire de covoiturage";-2.769916279
"La Grignardais";"Echangeur de la Grignardais RN176/RD766";PLESLIN-TRIGAVOU;22190;;22490;"Aire de covoiturage";-2.04078443071613
Pleugueneuc;"Echangeur D137";PLEUGUENEUC;35226;;35720;"Aire de covoiturage";-1.90637866673174
"Le Plessix blanc";"Le Plessix blanc";PLEUMELEUC;35227;;35137;"Aire de covoiturage";-1.92140337176171
"Aire de covoiturage Penhoat Salaun";"ZAC de Penhoat Salaun. Pole Commercial Quai 29. 29170 Pleuven";PLEUVEN;29161;29170;29170;"Aire de covoiturage";-4.027307333
"Aire de covoiturage de Groéz-Ven";"3 Rue du Groez Ven. 56400 Ploemel";PLOEMEL;56161;56400;56400;"Aire de covoiturage";-3.071279
"Aire de covoiturage de Corn Er Hoét";"Corn er Hoét. 56400 Ploemel";PLOEMEL;56161;56400;56400;"Aire de covoiturage";-3.041004
"Aire de covoiturage de Les deux Moulins";"11 Impasse des Korrigans. 56880 Ploeren";PLOEREN;56164;56880;56880;"Aire de covoiturage";-2.860431
"Aire de covoiturage de Ronsouze";"ZI de Camagnon. 56800 Ploérmel";PLOËRMEL;56165;56800;56800;"Aire de covoiturage";-2.383223
"Aire de covoiturage Kérandoaré";"17 Kerandoaré. 29710 Plogastel-Saint-Germain";PLOGASTEL-SAINT-GERMAIN;29167;29710;29710;"Aire de covoiturage";-4.271148516
"Aire de covoiturage Kertédevant";"échangeur de Kertédevant RD 7 - RN 12";PLOUAGAT;22206;;22170;"Aire de covoiturage";-2.968602739
"Place du 19 Mars 1962";"Rue François Letellier";PLOUASNE;22208;;22830;"Aire de covoiturage";-2.00705544325251
"Aire de covoiturage de Manério";"9 Rue Paul Serusier. 56240 Plouay";PLOUAY;56166;56240;56240;"Aire de covoiturage";-3.332793
"Aire de covoiturage de Kerfétan";"Prateno. 56240 Plouay";PLOUAY;56166;56240;56240;"Aire de covoiturage";-3.306063
"Aire de covoiturage de Kerauzern";"Route de Kerauzern";PLOUBEZRE;22211;;22300;"Aire de covoiturage";-3.444913
"Aire de covoiturage Saint-Eloi";"119 Le Rest. 29260 Ploudaniel";PLOUDANIEL;29179;29260;29260;"Aire de covoiturage";-4.289608112
"Aire de covoiturage Croas Ar Rod";"D32. 29260 Ploudaniel";PLOUDANIEL;29179;29260;29260;"Aire de covoiturage";-4.309931516
"Aire de covoiturage Les Quatre Chemins";"70 Les Quatre Chemins. 29650 Plouégat-Moysan";PLOUÉGAT-MOYSAN;29183;29650;29650;"Aire de covoiturage";-3.605819376
"La Chiennais";"Echangeur de la Chiennais RN176/RD12";PLOUER-SUR-RANCE;22213;;22490;"Aire de covoiturage";-2.01332826218556
"Aire de covoiturage Keraudy";"4 Rue de la Forge. 29217 Plougonvelin";PLOUGONVELIN;29190;29217;29217;"Aire de covoiturage";-4.720745248
"Aire de covoiturage de Zone du Keneah";"Zone commerciale du Kenyah Nord. Le Kenyah. Route de Mériadec. 56400 Plougoumelen";PLOUGOUMELEN;56167;56400;56400;"Aire de covoiturage";-2.897153
"Aire de covoiturage La Ville Louis";"Giratoire RN 134 - RD 764";PLOUGUERNEVEL;22220;;22110;"Aire de covoiturage";-3.297438299
"Aire de covoiturage Gorréquéar";"13 D26. 29830 Plouguin";PLOUGUIN;29196;29830;29830;"Aire de covoiturage";-4.602263502
"Place Jean Guillou";"2 Rue Jean Guillou. 29780 Plouhinec";PLOUHINEC;29197;29780;29780;Parking;-4.484518331
"Aire de covoiturage de Manéguen";"20 Maneguen. 56680 Plouhinec";PLOUHINEC;56169;56680;56680;"Aire de covoiturage";-3.220152
"Aire de covoiturage Lan Kerdilés";"D64. 29610 Plouigneau";PLOUIGNEAU;29199;29610;29610;"Aire de covoiturage";-3.715960142
"Aire de covoiturage Kernilien";"échangeur de Kernilien RD 767 - RN 12";PLOUISY;22223;;22200;"Aire de covoiturage";-3.20665538
"Aire de covoiturage La Chesnaye";"échangeur de La Chesnaye RN 12 - RD5";PLOUMAGOAR;22225;;22200;"Aire de covoiturage";-3.149353026
"Aire de covoiturage de Ploumilliau";"Giratoire de la Croix Rouge";PLOUMILLIAU;22226;;22300;"Aire de covoiturage";-3.522964
"Aire de covoiturage Beg Ar C'Hra";"échangeur de Beg Ar C'hra RN 12 - RD 11";PLOUNÉVEZ-MOËDEC;22228;;22810;"Aire de covoiturage";-3.498991816
"Aire de covoiturage Sainte-Catherine";"1 Le Pont Neuf. 22340 Treffrin";PLOUNÉVÉZEL;29205;22340;22340;"Aire de covoiturage";-3.546483865
"Aire de covoiturage Berven centre";"place du champ de foire. 29440 Plouzévédé";PLOUZÉVÉDÉ;29213;29440;29440;"Aire de covoiturage";-4.11275
"Aire de covoiturage Ti Lipig";"336 Kerbenhir. 29700 Pluguffan";PLUGUFFAN;29216;29700;29700;"Aire de covoiturage";-4.168375413
"Aire de covoiturage de Mériadec";"5 Rue Parfait Pobeguin. 56400 Plumergat";PLUNERET;56176;56400;56400;"Aire de covoiturage";-2.897984
"Aire de covoiturage de Ker Go Ho";"64 Rue de Kersalé. 56400 Pluneret";PLUNERET;56176;56400;56400;"Aire de covoiturage";-2.955165
"La Massais";"D777 - C6";POCÉ-LES-BOIS;35229;;35500;"Aire de covoiturage";-1.22735794174372
"Parking du Terrain de Foot";"38 Rue des Tailleurs de Pierre";POILLEY;35230;01400;35420;Parking;-1.263926777
POLIGNE;"Rue de Rennes";POLIGNE;35231;;35320;"Aire de covoiturage";-1.68709046317441
"Aire de covoiturage de Ninijo Route de Quimperlé";"16 Rue Chéteaubriand. 56620 Pont-Scorff";PONT-SCORFF;56179;56620;56620;"Aire de covoiturage";-3.41245
"Route de Lorient";"2-4 Rue Kroez Forn. 56620 Pont-Scorff";PONT-SCORFF;56179;56620;56620;"Aire de covoiturage";-3.404594
"Parking E.Leclerc St Niel";"85 Avenue de la Libération. 56300 Pontivy";PONTIVY;56178;56300;56300;Supermarché;-2.945259
"Aire de covoiturage La Ville Auvray";"RD788- ZA de la Ville Auvray";PORDIC;22251;;22590;"Aire de covoiturage";-2.81084774
"Parking de la Côte Rouge";"Côte Rouge 56290 Port Louis";"PORT LOUIS";56181;56290;56290;"Aire de covoiturage";-3.3413
"Aire de covoiturage Foennec Veur";"Foennec Veur. 29100 Pouldergat";POULDERGAT;29224;29100;29100;"Aire de covoiturage";-4.32923363
"Rue de Saint-Brieuc";"Rue de Saint-Brieuc";QUÉDILLAC;35234;;35290;"Aire de covoiturage";-2.14361754196861
"Aire de covoiturage de Bel Air";"2 Avenue de Bel air. 56230 Questembert";QUESTEMBERT;56184;56230;56230;"Aire de covoiturage";-2.449324
"Aire de covoiturage de Le Petit Molac";"D775. 56230 Questembert";QUESTEMBERT;56184;56230;56230;"Aire de covoiturage";-2.424241
"Parking Leroy Merlin";"D765. 56530 Quéven";QUÉVEN;56185;56530;56530;Supermarché;-3.425165
"Bel Air";"Echangeur RN176/RD 766";QUÉVERT;22259;;22100;"Aire de covoiturage";-2.0924504890629
"LES CHAMPS BLANCS";"Echangeur RN176/RD 766";QUÉVERT;22259;;22100;"Aire de covoiturage";-2.09219299795097
"LA LANDE SEGUIN";"Echangeur RN176/RD766";QUÉVERT;22259;;22100;"Aire de covoiturage";-2.09013306066279
QUEVERT;"rue de violette";QUÉVERT;22259;;22100;"Aire de covoiturage";-2.06731094710314
"Aire de covoiturage Park Poullic";"1 D770. 29000 Quimper";QUIMPER;29232;29000;29000;"Aire de covoiturage";-4.08346776
"Aire de covoiturage Kernevez";"279 Route de Douarnenez. 29000 Quimper";QUIMPER;29232;29000;29000;"Aire de covoiturage";-4.147025891
"Aire de covoiturage Troyalac'H";"494 Route de Rosporden. 29000 Quimper";QUIMPER;29232;29000;29000;"Aire de covoiturage";-4.015627955
"Aire de covoiturage Kervidanou";"1 Péle d'Act Kervidanou 3. 29300 Mellac";QUIMPERLÉ;29233;29300;29300;"Aire de covoiturage";-3.584241427
Paimbaudière;"Rond-Point Rannée";RANNÉE;35235;;35130;"Aire de covoiturage";-1.25275514259802
"Aire de covoiturage Le Croéziou";"22 D62. 29300 Rédené";RÉDENÉ;29234;29300;29300;"Aire de covoiturage";-3.465483954
"Aire de covoiturage Kerfleury";"Petit Kérozec. 29300 Rédené";RÉDENÉ;29234;29300;29300;"Aire de covoiturage";-3.5093068
"Point Stop";"Chemin de Halage";REDON;35236;;35600;"Aire de covoiturage";-2.09981583277041
"Point de dépose Surcouf Maillardais";"quai Surcouf rue de la Maillardais";REDON;35236;;35600;"Aire de covoiturage";-2.08772631487871
"La Brandais";"La Brandais";RENNES;35238;;35000;"Aire de covoiturage";-1.62572337303651
"Retiers Echangeur Sud";"Le Houssais";RETIERS;35239;;35240;"Aire de covoiturage";-1.36999509703985
"Aire de covoiturage Kerandréo";"D4. 29340 Riec-sur-Bélon";RIEC-SUR-BÉLON;29236;29340;29340;"Aire de covoiturage";-3.70053248
"Le Chêne des Bouteilles";"Croisement D20 x D775";RIEUX;56194;;56350;"Aire de covoiturage";-2.14849843469723
"Le Pâtis Buret";"Le Pâtis Buret";RIVES-DU-COUESNON;35293;;35140;"Aire de covoiturage";-1.35766633208634
"Place du Chéteau";"11 Rue de Kerentree. 56580 Rohan";ROHAN;56198;56580;56580;"Aire de covoiturage";-2.753222
"ZA des estuaires";"ZA des estuaires";ROMAGNÉ;35243;;35133;"Aire de covoiturage";-1.2901130011969
"PLACE DU MARCHE";"PLACE DU MARCHE";SAINT-COULOMB;35263;;35350;"Aire de covoiturage";-1.91419937973604
"Le Tertre Haut";"Rue le Tertre haut";SAINT-JEAN-SUR-VILAINE;35283;;35220;"Aire de covoiturage";-1.36462170693727
L'Isle;"Rue de la Ville Jouet";SAINT-JOUAN-DE-L'ISLE;22305;;22350;"Aire de covoiturage";-2.15696398349496
"Aire de covoiturage de Le Val D'Oust";"D764. 56460 La Chapelle-Caro";SAINT-ABRAHAM;56202;56460;56460;"Aire de covoiturage";-2.421713
"Parking de l'If";;SAINT-ANDRE-DES-EAUX;22274;;22630;"Aire de covoiturage";-2.00753540694381
"Aire de covoiturage de Armel";"7 Route du Bel air. 56450 Saint-Armel";SAINT-ARMEL;56205;56450;56450;"Aire de covoiturage";-2.714008
"Les Lacs";"Gare des Lacs";"SAINT-AUBIN DES LANDES";35252;;35500;"Aire de covoiturage";-1.32097331590942
"Rue de Rennes";"Rue de Rennes";SAINT-AUBIN-D'AUBIGNÉ;35251;;35250;"Aire de covoiturage";-1.60556798366633
"La Mottais";"ZA de la Mottais";SAINT-AUBIN-DU-CORMIER;35253;;35140;"Aire de covoiturage";-1.41356166719094
"La Mottais";"ZA de la Mottais";SAINT-AUBIN-DU-CORMIER;35253;;35140;"Aire de covoiturage";-1.41356166719094
"Saint Christophe des Bois";"Rue du Relais des forges";SAINT-CHRISTOPHE-DES-BOIS;35260;;35210;"Aire de covoiturage";-1.24501513672047
"Aire du rocher";"Echangeur D137";SAINT-DOMINEUC;35265;;35190;"Aire de covoiturage";-1.87419933248589
"Aire de covoiturage de Lénunes";"3 Rue de Ker Anna. 56400 Sainte-Anne-d'Auray";SAINTE-ANNE-D'AURAY;56263;56400;56400;"Aire de covoiturage";-2.955411
"P.A du Guenet";"Z.A la Lande des Guénet";SAINTE-MARIE;35294;;35600;"Aire de covoiturage";-2.02116022305832
"Aire de covoiturage Coat Conval";"D785. 29600 Sainte-Séve";SAINTE-SÉVE;29265;29600;29600;"Aire de covoiturage";-3.879252377
"Za Saint-Eustache";D3155;SAINT-ÉTIENNE-EN-COGLÈS;35267;01400;35460;Parking;-1.312430289
"Le Clos Richard";"Le Clos Richard";SAINT-GEORGES-DE-GREHAIGNE;35270;;35610;"Aire de covoiturage";-1.53660990624367
"Place de la Mairie";"Place de la Mairie";SAINT-GEORGES-DE-REINTEMBAULT;35271;;35420;"Aire de covoiturage";-1.24341595995281
Fouaye;Fouaye;SAINT-GILLES;35275;;35590;"Aire de covoiturage";-1.80870133400004
"Rue d'Ouessant";"Rue d'Ouessant";SAINT-GRÉGOIRE;35278;;35760;"Aire de covoiturage";-1.68842967730149
"Parking Pierre Glet";"36 Rue de la Fontaine Froide. 56350 Saint-Jean-la-Poterie";SAINT-JEAN-LA-POTERIE;56223;56350;56350;Parking;-2.134009
"Rue de St Goustan";"Korrigans. 56370 Sarzeau";SAINT-JEAN-LA-POTERIE;56214;56370;56370;"Aire de covoiturage";-2.804453
"Aire de covoiturage Kergoét";"Entrée Station Galivel";SAINT-JOUAN-DE-L'ISLE;22305;;22350;"Aire de covoiturage";-2.188097311
"Place des Grandes Eves";"Rue de la Ville";SAINT-JUVAT;22308;;22630;"Aire de covoiturage";-2.04532412561966
GARE;;SAINT-MALO;35288;;35400;"Aire de covoiturage";-2.00610140539623
"Rue Louis Pasteur";"Rue Louis Pasteur";SAINT-MEEN-LE-GRAND;35297;;35290;"Aire de covoiturage";-2.17094666742155
"Aire de covoiturage Le Ruellou";"RD 790-RD5";SAINT-NICOLAS-DU-PÉLEM;22321;;22480;"Aire de covoiturage";-3.162659448
"Aire de covoiturage de Kerboulard";"D775. 56250 Saint-Nolff";SAINT-NOLFF;56231;56250;56250;"Aire de covoiturage";-2.633671
"Aire de covoiturage Tevenn Ar Reut";"8 Rue de Theven Ar Reut. 29830 Saint-Pabu";SAINT-PABU;29257;29830;29830;"Aire de covoiturage";-4.611350472
"Aire de covoiturage de Saint-Péran";"Rue de la Mairie";SAINT-PÉRAN;35305;;35380;"Aire de covoiturage";-2.05848088232042
"Le Fort Saint-Père";"Echangeur de Châteauneuf d'Ille-et-Vilaine";SAINT-PÈRE-MARC-EN-POULET;35306;;35430;"Aire de covoiturage";-1.92342833858651
"Saint-Père Centre";"Rue Arthur Regnault";SAINT-PÈRE-MARC-EN-POULET;35306;;35430;"Aire de covoiturage";-1.92438708623697
"Parking Angle Avenue de Bretagne Et Rue Général de Gaulle";"6564 Rue de la Batterie. 56510 Saint-Pierre-Quiberon";SAINT-PIERRE-QUIBERON;56234;56510;56510;Parking;-3.134753
"Aire de covoiturage Ti Raden";"Ty Raden. 29590 Saint-Ségal";SAINT-SÉGAL;29263;29590;29590;"Aire de covoiturage";-4.076218395
"Le Petit Rocher";"Echangeur D137";SAINT-SYMPHORIEN;35317;;35630;"Aire de covoiturage";-1.80159382527405
"Aire de covoiturage Saint-Thégonnec";"D118. 29410 Saint-Thégonnec";"SAINT-THÉGONNEC LOC-EGUINER";29266;29410;29410;"Aire de covoiturage";-3.940298016
Cossinade;Cossinade;SAINT-THURIAL;35319;;35310;"Aire de covoiturage";-1.9279816304331
"Place de L'Eglise";"15 Place de l'église. 29800 Saint-Urbain";SAINT-URBAIN;29270;29800;29800;Parking;-4.228609424
"Parking Salle Polyvalente";"7 Rue André Fleury. 56350 Saint-Vincent-sur-Oust";SAINT-VINCENT-SUR-OUST;56239;56350;56350;Parking;-2.147792
"Aire de covoiturage de Saint Colombier";"St-Colombier Embranchement RD 780. 56370 Sarzeau";SARZEAU;56240;56370;56370;"Aire de covoiturage";-2.720736
"Aire de covoiturage Sens-De-Bretagne";"Stade Emile Logeais";SENS-DE-BRETAGNE;35326;;35490;"Aire de covoiturage";-1.527401756
"Croix Couverte";"Rue Philippe de Volvire";SENS-DE-BRETAGNE;35326;;35490;"Aire de covoiturage";-1.52762191380769
"Aire de covoiturage de Le Gros Chéne";"D10. 56460 Sérent";SERENT;56244;56460;56460;"Aire de covoiturage";-2.435421
Gare;"Halte SNCF";SERVON-SUR-VILAINE;35327;;35530;"Aire de covoiturage";-1.4654497106746
"Aire de covoiturage Ar Golenn";"40 Rue de Cornouaille. 29450 Sizun";SIZUN;29277;29450;29450;"Aire de covoiturage";-4.079011517
DOMBRIAND;"Echangeur RN176/RD156";TADEN;22339;;22100;"Aire de covoiturage";-2.04222717172548
"LA MERELLE";"Intersection RN176";TADEN;22339;;22100;"Aire de covoiturage";-2.06053693020587
"Debussy - Chardonnay";"Place Debussy-Chadonnay";TEILLAY;35332;;35620;"Aire de covoiturage";-1.53937933250262
"Aire de covoiturage de Croix Lann";"La Croix de la Lande. 56450 Theix";THEIX-NOYALO;56251;56450;56450;"Aire de covoiturage";-2.614355
"Aire de covoiturage de Theix Rond Point de Since";"Since. 56450 Theix";THEIX-NOYALO;56251;56450;56450;"Aire de covoiturage";-2.681642
"Porte de Tizé";"Porte de Tizé - rocade Est";THORIGNÉ-FOUILLARD;35334;;35235;"Aire de covoiturage";-1.57978266609838
"Rue de la Libération";"Place Pierre et Marie Curie";THOURIE;35335;;35134;"Aire de covoiturage";-1.47938466661554
"Les Vairies";"Echangeur D137 / route de Saint-Thual";TINTÉNIAC;35337;;35190;"Aire de covoiturage";-1.85252366550939
Montigné;"Echangeur Montigné";TORCÉ;35338;;35370;"Aire de covoiturage";-1.27117300600675
"Aire de covoiturage Croix de L'Epine";"RN12 - RD44";TRAMAIN;22341;;22640;"Aire de covoiturage";-2.395596168
"Aire de covoiturage de Trebeurden";"Giratoire route de Lan ar Cleis / Route de Lannion";TRÉBEURDEN;22343;;22560;"Aire de covoiturage";-3.551272
"Parc activités La Gare";;TREFFENDEL;35340;;35380;"Aire de covoiturage";-2.0132269000696
"Les Faluns";"Route de Pluasne";TREFFUMEL;22352;;22630;"Aire de covoiturage";-2.02521404230652
"Aire de covoiturage La Crarée";"échangeur de la Crarée RD 10 - RD 27 - RD 222";TRÉGUEUX;22360;;22950;"Aire de covoiturage";-2.750257156
"Aire de Rance-Frémur";"Giratoire D266/D118";TRÉMÉREUC;22368;;22490;"Aire de covoiturage";-2.05988842858108
"Aire de covoiturage L'Aéroport";"RN12 - RD 706";TRÉMUSON;22372;;22170;"Aire de covoiturage";-2.859697266
"Aire de covoiturage de Trimer";"Le Bourg";TRIMER;35346;;35190;"Aire de covoiturage";-1.89299452427182
"Aire de covoiturage Berlouze";"Giratoire de Berlouze RD 35 - RD 700";UZEL;22384;;22460;"Aire de covoiturage";-2.826654417
"Aire de covoiturage de Atlanville";"2 Rue Aristide Boucicaut. 56000 Vannes";VANNES;56260;56000;56000;"Aire de covoiturage";-2.789974
"Rond Point des 3 Rois";"21 Rue de Kerbiquette. 56000 Vannes";VANNES;56260;56000;56000;"Aire de covoiturage";-2.769405
Vergéal;"Rue de la Mairie";VERGÉAL;35350;;35680;"Aire de covoiturage";-1.26399729323663
"Les Orgeries";"Les Orgeries";VERN-SUR-SEICHE;35352;;35770;"Aire de covoiturage";-1.60558191626882
"Le Bas Champ";"Le Bas Champ";VIGNOC;35356;;35630;"Aire de covoiturage";-1.77293423227139
"Aire de covoiturage Les Broussettes";"échangeur RN 176 - RD 776";VILDÉ-GUINGALAN;22388;;22100;"Aire de covoiturage";-2.144430388
"Place Vincent Van Gogh";"Place Vincent Van Gogh";VILLAMÉE;35357;;35420;"Aire de covoiturage";-1.22080977457693
"Parc d'activités La Baratière";"PA La Baratière";VITRÉ;35360;;35500;"Aire de covoiturage";-1.21606233176827
